gene,score,adjusted_pval,sample
ENSG00000163683,64.811935,0.0,SRX25289892
ENSG00000105373,64.46822,0.0,SRX25289892
ENSG00000172572,72.87935,0.0,SRX25289886
ENSG00000187134,72.83365,0.0,SRX25289886
ENSG00000176153,68.444725,0.0,SRX25289886
ENSG00000139266,67.75832,0.0,SRX25289886
ENSG00000146166,66.91647,0.0,SRX25289886
ENSG00000141542,65.796974,0.0,SRX25289886
ENSG00000198732,64.83017,0.0,SRX25289886
ENSG00000113916,64.14916,0.0,SRX25289886
ENSG00000038427,63.64672,0.0,SRX25289886
ENSG00000133636,62.677814,0.0,SRX25289886
ENSG00000151632,61.686363,0.0,SRX25289886
ENSG00000173621,61.626698,0.0,SRX25289886
ENSG00000173801,61.402023,0.0,SRX25289886
ENSG00000121039,61.275867,0.0,SRX25289886
ENSG00000221869,61.187996,0.0,SRX25289886
ENSG00000146674,60.9191,0.0,SRX25289886
ENSG00000275216,60.912518,0.0,SRX25289886
ENSG00000162545,60.27697,0.0,SRX25289886
ENSG00000117983,60.227608,0.0,SRX25289886
ENSG00000104760,59.66542,0.0,SRX25289886
ENSG00000135750,59.566994,0.0,SRX25289886
ENSG00000196139,59.483086,0.0,SRX25289886
ENSG00000205754,59.36112,0.0,SRX25289886
ENSG00000138166,59.34251,0.0,SRX25289886
ENSG00000111907,59.134964,0.0,SRX25289886
ENSG00000153714,58.947853,0.0,SRX25289886
ENSG00000253944,58.846912,0.0,SRX25289886
ENSG00000143819,58.558407,0.0,SRX25289886
ENSG00000272398,58.449272,0.0,SRX25289886
ENSG00000003436,58.027966,0.0,SRX25289886
ENSG00000198074,57.76464,0.0,SRX25289886
ENSG00000124107,57.61307,0.0,SRX25289886
ENSG00000260971,57.602306,0.0,SRX25289886
ENSG00000197140,57.425343,0.0,SRX25289886
ENSG00000203721,57.223232,0.0,SRX25289886
ENSG00000185950,57.189163,0.0,SRX25289886
ENSG00000115414,57.028152,0.0,SRX25289886
ENSG00000112837,56.9636,0.0,SRX25289886
ENSG00000111275,56.719475,0.0,SRX25289886
ENSG00000163735,56.548576,0.0,SRX25289886
ENSG00000281903,56.410446,0.0,SRX25289886
ENSG00000187244,56.315372,0.0,SRX25289886
ENSG00000215182,56.16365,0.0,SRX25289886
ENSG00000197063,55.67633,0.0,SRX25289886
ENSG00000176058,55.390244,0.0,SRX25289886
ENSG00000197766,55.179745,0.0,SRX25289886
ENSG00000214530,55.016342,0.0,SRX25289886
ENSG00000147642,54.853443,0.0,SRX25289886
ENSG00000106541,54.746223,0.0,SRX25289886
ENSG00000145920,54.62618,0.0,SRX25289886
ENSG00000172572,71.475044,0.0,SRX25289887
ENSG00000146166,70.18159,0.0,SRX25289887
ENSG00000038427,70.00888,0.0,SRX25289887
ENSG00000198732,68.90401,0.0,SRX25289887
ENSG00000121039,67.400475,0.0,SRX25289887
ENSG00000253944,65.66406,0.0,SRX25289887
ENSG00000176907,65.0572,0.0,SRX25289887
ENSG00000187134,64.266464,0.0,SRX25289887
ENSG00000173801,63.17713,0.0,SRX25289887
ENSG00000115414,62.743317,0.0,SRX25289887
ENSG00000112837,62.357006,0.0,SRX25289887
ENSG00000142303,62.335148,0.0,SRX25289887
ENSG00000003436,61.246426,0.0,SRX25289887
ENSG00000104760,60.341564,0.0,SRX25289887
ENSG00000019505,60.032856,0.0,SRX25289887
ENSG00000176153,59.998535,0.0,SRX25289887
ENSG00000129595,59.901466,0.0,SRX25289887
ENSG00000258818,59.42748,0.0,SRX25289887
ENSG00000183891,59.264107,0.0,SRX25289887
ENSG00000159403,58.76155,0.0,SRX25289887
ENSG00000214530,58.70505,0.0,SRX25289887
ENSG00000179862,58.295036,0.0,SRX25289887
ENSG00000131746,58.2506,0.0,SRX25289887
ENSG00000168398,57.923534,0.0,SRX25289887
ENSG00000146674,57.45626,0.0,SRX25289887
ENSG00000129007,57.350246,0.0,SRX25289887
ENSG00000166033,57.264835,0.0,SRX25289887
ENSG00000182836,56.805935,0.0,SRX25289887
ENSG00000003989,56.77596,0.0,SRX25289887
ENSG00000089127,56.674736,0.0,SRX25289887
ENSG00000143878,56.59701,0.0,SRX25289887
ENSG00000203721,55.89421,0.0,SRX25289887
ENSG00000173599,55.781162,0.0,SRX25289887
ENSG00000095383,55.760487,0.0,SRX25289887
ENSG00000257354,55.70749,0.0,SRX25289887
ENSG00000111907,55.39104,0.0,SRX25289887
ENSG00000149380,55.318718,0.0,SRX25289887
ENSG00000276256,55.308453,0.0,SRX25289887
ENSG00000063127,55.28761,0.0,SRX25289887
ENSG00000198517,55.15143,0.0,SRX25289887
ENSG00000187634,54.956074,0.0,SRX25289887
ENSG00000081052,54.770565,0.0,SRX25289887
ENSG00000188906,54.573196,0.0,SRX25289887
ENSG00000102287,54.56352,0.0,SRX25289887
ENSG00000107960,54.441498,0.0,SRX25289887
ENSG00000152904,54.34525,0.0,SRX25289887
ENSG00000182326,54.3407,0.0,SRX25289887
ENSG00000118785,54.266434,0.0,SRX25289887
ENSG00000185950,54.082188,0.0,SRX25289887
ENSG00000275410,54.033337,0.0,SRX25289887
ENSG00000176406,306.92136,0.0,SRX24227811
ENSG00000204442,305.8743,0.0,SRX24227811
ENSG00000154162,301.5534,0.0,SRX24227811
ENSG00000152208,300.8003,0.0,SRX24227811
ENSG00000186094,300.33374,0.0,SRX24227811
ENSG00000224078,300.03128,0.0,SRX24227811
ENSG00000185565,297.64856,0.0,SRX24227811
ENSG00000179915,297.31607,0.0,SRX24227811
ENSG00000169760,295.41916,0.0,SRX24227811
ENSG00000157168,293.3165,0.0,SRX24227811
ENSG00000230590,289.7539,0.0,SRX24227811
ENSG00000175161,287.20218,0.0,SRX24227811
ENSG00000156687,286.27576,0.0,SRX24227811
ENSG00000113448,286.0547,0.0,SRX24227811
ENSG00000090905,284.06268,0.0,SRX24227811
ENSG00000150672,281.46915,0.0,SRX24227811
ENSG00000176204,280.42053,0.0,SRX24227811
ENSG00000169855,279.36047,0.0,SRX24227811
ENSG00000132932,276.57733,0.0,SRX24227811
ENSG00000198727,272.20135,0.0,SRX24227811
ENSG00000198712,271.61176,0.0,SRX24227811
ENSG00000198886,271.21112,0.0,SRX24227811
ENSG00000198938,270.48486,0.0,SRX24227811
ENSG00000198804,269.73422,0.0,SRX24227811
ENSG00000165995,268.8051,0.0,SRX24227811
ENSG00000185736,266.74237,0.0,SRX24227811
ENSG00000149294,266.73505,0.0,SRX24227811
ENSG00000251562,265.82242,0.0,SRX24227811
ENSG00000181722,263.71286,0.0,SRX24227811
ENSG00000187391,263.02942,0.0,SRX24227811
ENSG00000133958,260.11404,0.0,SRX24227811
ENSG00000155093,257.83975,0.0,SRX24227811
ENSG00000145087,257.79727,0.0,SRX24227811
ENSG00000170579,257.58823,0.0,SRX24227811
ENSG00000187672,256.69577,0.0,SRX24227811
ENSG00000198899,255.98926,0.0,SRX24227811
ENSG00000158321,252.10736,0.0,SRX24227811
ENSG00000153956,252.07327,0.0,SRX24227811
ENSG00000109339,252.04832,0.0,SRX24227811
ENSG00000107518,249.97481,0.0,SRX24227811
ENSG00000137766,249.33813,0.0,SRX24227811
ENSG00000155974,248.0776,0.0,SRX24227811
ENSG00000198840,247.34882,0.0,SRX24227811
ENSG00000177570,247.13866,0.0,SRX24227811
ENSG00000198888,247.00398,0.0,SRX24227811
ENSG00000077264,246.39706,0.0,SRX24227811
ENSG00000169946,244.82123,0.0,SRX24227811
ENSG00000069667,242.38402,0.0,SRX24227811
ENSG00000150471,240.50116,0.0,SRX24227811
ENSG00000170396,239.32404,0.0,SRX24227811
ENSG00000118503,142.11594,0.0,SRX21897872
ENSG00000271503,141.65166,0.0,SRX21897872
ENSG00000075884,140.2507,0.0,SRX21897872
ENSG00000155307,139.93892,0.0,SRX21897872
ENSG00000081237,139.5538,0.0,SRX21897872
ENSG00000111348,139.34793,0.0,SRX21897872
ENSG00000110848,139.21632,0.0,SRX21897872
ENSG00000152495,139.18472,0.0,SRX21897872
ENSG00000172673,139.1831,0.0,SRX21897872
ENSG00000102760,139.03784,0.0,SRX21897872
ENSG00000127152,138.68312,0.0,SRX21897872
ENSG00000134954,138.61307,0.0,SRX21897872
ENSG00000081320,138.30962,0.0,SRX21897872
ENSG00000185811,138.1845,0.0,SRX21897872
ENSG00000168421,137.99811,0.0,SRX21897872
ENSG00000115232,137.93394,0.0,SRX21897872
ENSG00000135842,137.65025,0.0,SRX21897872
ENSG00000115165,137.6392,0.0,SRX21897872
ENSG00000198821,137.5127,0.0,SRX21897872
ENSG00000113263,136.94518,0.0,SRX21897872
ENSG00000134242,136.93433,0.0,SRX21897872
ENSG00000153283,136.67508,0.0,SRX21897872
ENSG00000136167,136.4541,0.0,SRX21897872
ENSG00000169442,136.45203,0.0,SRX21897872
ENSG00000152518,136.03847,0.0,SRX21897872
ENSG00000155849,134.91965,0.0,SRX21897872
ENSG00000059804,133.74681,0.0,SRX21897872
ENSG00000069493,133.1062,0.0,SRX21897872
ENSG00000157514,132.3519,0.0,SRX21897872
ENSG00000183508,132.16757,0.0,SRX21897872
ENSG00000116824,132.00726,0.0,SRX21897872
ENSG00000102879,131.15282,0.0,SRX21897872
ENSG00000107099,130.39256,0.0,SRX21897872
ENSG00000234745,130.33089,0.0,SRX21897872
ENSG00000130592,129.69444,0.0,SRX21897872
ENSG00000048740,129.5447,0.0,SRX21897872
ENSG00000065413,129.31894,0.0,SRX21897872
ENSG00000027075,129.24098,0.0,SRX21897872
ENSG00000168918,129.10681,0.0,SRX21897872
ENSG00000076641,128.09302,0.0,SRX21897872
ENSG00000177606,127.72392,0.0,SRX21897872
ENSG00000164674,127.60185,0.0,SRX21897872
ENSG00000198851,127.33303,0.0,SRX21897872
ENSG00000134516,127.22969,0.0,SRX21897872
ENSG00000182162,126.98202,0.0,SRX21897872
ENSG00000121966,126.85384,0.0,SRX21897872
ENSG00000231079,126.79582,0.0,SRX21897872
ENSG00000167286,126.694885,0.0,SRX21897872
ENSG00000138378,126.40787,0.0,SRX21897872
ENSG00000163297,126.088875,0.0,SRX21897872
ENSG00000255823,95.46791,0.0,SRX17941757
ENSG00000171345,77.88257,0.0,SRX17941757
ENSG00000138772,75.67817,0.0,SRX17941757
ENSG00000163545,75.632355,0.0,SRX17941757
ENSG00000176907,75.36376,0.0,SRX17941757
ENSG00000105427,73.60853,0.0,SRX17941757
ENSG00000147592,72.963684,0.0,SRX17941757
ENSG00000071282,72.320206,0.0,SRX17941757
ENSG00000180340,71.86082,0.0,SRX17941757
ENSG00000231079,71.33119,0.0,SRX17941757
ENSG00000176697,70.21134,0.0,SRX17941757
ENSG00000167700,70.13869,0.0,SRX17941757
ENSG00000123358,69.91985,0.0,SRX17941757
ENSG00000013588,69.87536,0.0,SRX17941757
ENSG00000118523,69.798904,0.0,SRX17941757
ENSG00000126458,69.774,0.0,SRX17941757
ENSG00000125740,69.36222,0.0,SRX17941757
ENSG00000121900,69.15499,0.0,SRX17941757
ENSG00000120913,69.016754,0.0,SRX17941757
ENSG00000106366,68.28876,0.0,SRX17941757
ENSG00000130005,67.67182,0.0,SRX17941757
ENSG00000145632,67.58423,0.0,SRX17941757
ENSG00000249867,67.533554,0.0,SRX17941757
ENSG00000148450,67.08511,0.0,SRX17941757
ENSG00000223784,67.08399,0.0,SRX17941757
ENSG00000120738,66.80842,0.0,SRX17941757
ENSG00000115129,66.136856,0.0,SRX17941757
ENSG00000073350,66.08993,0.0,SRX17941757
ENSG00000129354,65.41706,0.0,SRX17941757
ENSG00000163453,65.18032,0.0,SRX17941757
ENSG00000179242,65.14933,0.0,SRX17941757
ENSG00000107984,64.85904,0.0,SRX17941757
ENSG00000111859,64.824196,0.0,SRX17941757
ENSG00000182600,64.82228,0.0,SRX17941757
ENSG00000161513,64.49697,0.0,SRX17941757
ENSG00000140682,64.486275,0.0,SRX17941757
ENSG00000269028,64.29514,0.0,SRX17941757
ENSG00000256802,64.263145,0.0,SRX17941757
ENSG00000169083,64.04804,0.0,SRX17941757
ENSG00000108479,63.96452,0.0,SRX17941757
ENSG00000078401,63.945007,0.0,SRX17941757
ENSG00000103811,63.864704,0.0,SRX17941757
ENSG00000126803,63.767822,0.0,SRX17941757
ENSG00000132470,63.232006,0.0,SRX17941757
ENSG00000104518,63.12915,0.0,SRX17941757
ENSG00000187185,62.822224,0.0,SRX17941757
ENSG00000105472,62.818855,0.0,SRX17941757
ENSG00000136425,62.656197,0.0,SRX17941757
ENSG00000107796,62.550507,0.0,SRX17941757
ENSG00000006534,62.409714,0.0,SRX17941757
ENSG00000214803,69.43159,0.0,SRX25289881
ENSG00000172572,66.622055,0.0,SRX25289881
ENSG00000281903,66.59821,0.0,SRX25289881
ENSG00000146674,65.57528,0.0,SRX25289881
ENSG00000117983,63.807472,0.0,SRX25289881
ENSG00000145920,63.189533,0.0,SRX25289881
ENSG00000120211,62.57057,0.0,SRX25289881
ENSG00000205754,60.56057,0.0,SRX25289881
ENSG00000187244,60.155407,0.0,SRX25289881
ENSG00000099822,59.965534,0.0,SRX25289881
ENSG00000038427,59.256783,0.0,SRX25289881
ENSG00000215182,59.01833,0.0,SRX25289881
ENSG00000164136,59.01285,0.0,SRX25289881
ENSG00000106541,58.271244,0.0,SRX25289881
ENSG00000205336,58.225433,0.0,SRX25289881
ENSG00000197140,58.18414,0.0,SRX25289881
ENSG00000169242,57.691376,0.0,SRX25289881
ENSG00000112837,57.173668,0.0,SRX25289881
ENSG00000125398,57.109455,0.0,SRX25289881
ENSG00000198959,57.05572,0.0,SRX25289881
ENSG00000198732,56.936935,0.0,SRX25289881
ENSG00000092621,56.741627,0.0,SRX25289881
ENSG00000254166,56.71378,0.0,SRX25289881
ENSG00000153714,56.635124,0.0,SRX25289881
ENSG00000247081,56.624996,0.0,SRX25289881
ENSG00000176153,56.43966,0.0,SRX25289881
ENSG00000124107,56.023487,0.0,SRX25289881
ENSG00000133636,55.86843,0.0,SRX25289881
ENSG00000113916,55.785316,0.0,SRX25289881
ENSG00000183010,55.412197,0.0,SRX25289881
ENSG00000176697,55.41103,0.0,SRX25289881
ENSG00000197766,55.403435,0.0,SRX25289881
ENSG00000275216,55.343914,0.0,SRX25289881
ENSG00000104760,55.290695,0.0,SRX25289881
ENSG00000198517,53.669903,0.0,SRX25289881
ENSG00000188157,53.59346,0.0,SRX25289881
ENSG00000111700,53.567806,0.0,SRX25289881
ENSG00000153885,53.322014,0.0,SRX25289881
ENSG00000109072,53.08415,0.0,SRX25289881
ENSG00000110057,53.07597,0.0,SRX25289881
ENSG00000141738,52.985283,0.0,SRX25289881
ENSG00000173599,52.731403,0.0,SRX25289881
ENSG00000221869,52.605797,0.0,SRX25289881
ENSG00000233493,52.58223,0.0,SRX25289881
ENSG00000142303,52.534336,0.0,SRX25289881
ENSG00000147642,51.32789,0.0,SRX25289881
ENSG00000174705,51.279663,0.0,SRX25289881
ENSG00000136997,51.24668,0.0,SRX25289881
ENSG00000260971,51.1813,0.0,SRX25289881
ENSG00000095739,51.17316,0.0,SRX25289881
ENSG00000187134,69.24855,0.0,SRX25289879
ENSG00000089127,68.84247,0.0,SRX25289879
ENSG00000121039,66.24362,0.0,SRX25289879
ENSG00000172572,66.1973,0.0,SRX25289879
ENSG00000176153,65.79446,0.0,SRX25289879
ENSG00000176907,63.58965,0.0,SRX25289879
ENSG00000198732,63.550453,0.0,SRX25289879
ENSG00000173801,63.02651,0.0,SRX25289879
ENSG00000187634,62.974293,0.0,SRX25289879
ENSG00000146166,62.335354,0.0,SRX25289879
ENSG00000214530,62.159954,0.0,SRX25289879
ENSG00000112837,60.453766,0.0,SRX25289879
ENSG00000038427,60.024574,0.0,SRX25289879
ENSG00000129007,59.70375,0.0,SRX25289879
ENSG00000101255,59.572323,0.0,SRX25289879
ENSG00000253944,59.339745,0.0,SRX25289879
ENSG00000162545,58.909256,0.0,SRX25289879
ENSG00000141542,58.87927,0.0,SRX25289879
ENSG00000003436,58.84519,0.0,SRX25289879
ENSG00000104760,58.61221,0.0,SRX25289879
ENSG00000275216,58.513256,0.0,SRX25289879
ENSG00000160179,58.400608,0.0,SRX25289879
ENSG00000124107,58.010067,0.0,SRX25289879
ENSG00000135750,57.3845,0.0,SRX25289879
ENSG00000151632,57.196415,0.0,SRX25289879
ENSG00000213928,56.549778,0.0,SRX25289879
ENSG00000173621,56.48853,0.0,SRX25289879
ENSG00000095739,56.38719,0.0,SRX25289879
ENSG00000162032,56.315193,0.0,SRX25289879
ENSG00000111907,56.000603,0.0,SRX25289879
ENSG00000196139,55.928528,0.0,SRX25289879
ENSG00000116711,55.625973,0.0,SRX25289879
ENSG00000163735,55.530724,0.0,SRX25289879
ENSG00000131746,55.52077,0.0,SRX25289879
ENSG00000117983,55.440422,0.0,SRX25289879
ENSG00000215182,55.414948,0.0,SRX25289879
ENSG00000078401,55.070282,0.0,SRX25289879
ENSG00000198074,54.875546,0.0,SRX25289879
ENSG00000179862,54.73966,0.0,SRX25289879
ENSG00000139266,54.73486,0.0,SRX25289879
ENSG00000128311,54.660885,0.0,SRX25289879
ENSG00000158828,54.53655,0.0,SRX25289879
ENSG00000175832,54.502914,0.0,SRX25289879
ENSG00000019186,54.41896,0.0,SRX25289879
ENSG00000258818,54.37937,0.0,SRX25289879
ENSG00000197766,54.23152,0.0,SRX25289879
ENSG00000143819,54.061146,0.0,SRX25289879
ENSG00000107960,53.982185,0.0,SRX25289879
ENSG00000108176,53.95186,0.0,SRX25289879
ENSG00000114626,53.936974,0.0,SRX25289879
ENSG00000281903,68.952156,0.0,SRX25289885
ENSG00000106541,68.13607,0.0,SRX25289885
ENSG00000176153,68.1131,0.0,SRX25289885
ENSG00000146674,66.99987,0.0,SRX25289885
ENSG00000145920,66.37536,0.0,SRX25289885
ENSG00000172572,66.24287,0.0,SRX25289885
ENSG00000092621,65.89598,0.0,SRX25289885
ENSG00000111275,64.68297,0.0,SRX25289885
ENSG00000133636,64.18455,0.0,SRX25289885
ENSG00000120211,63.336605,0.0,SRX25289885
ENSG00000187134,63.3199,0.0,SRX25289885
ENSG00000104760,62.977383,0.0,SRX25289885
ENSG00000151632,62.207985,0.0,SRX25289885
ENSG00000233493,62.078255,0.0,SRX25289885
ENSG00000109072,61.980896,0.0,SRX25289885
ENSG00000196139,61.92295,0.0,SRX25289885
ENSG00000153714,61.87212,0.0,SRX25289885
ENSG00000221869,60.191017,0.0,SRX25289885
ENSG00000168679,59.764416,0.0,SRX25289885
ENSG00000198959,59.402153,0.0,SRX25289885
ENSG00000125398,59.367367,0.0,SRX25289885
ENSG00000272398,59.35016,0.0,SRX25289885
ENSG00000183010,59.209488,0.0,SRX25289885
ENSG00000113924,59.162956,0.0,SRX25289885
ENSG00000275216,59.146072,0.0,SRX25289885
ENSG00000038427,58.759346,0.0,SRX25289885
ENSG00000197766,58.53289,0.0,SRX25289885
ENSG00000169242,58.247402,0.0,SRX25289885
ENSG00000124107,58.178032,0.0,SRX25289885
ENSG00000111907,58.152733,0.0,SRX25289885
ENSG00000197140,58.120384,0.0,SRX25289885
ENSG00000149380,57.866768,0.0,SRX25289885
ENSG00000198732,57.59441,0.0,SRX25289885
ENSG00000111700,57.251583,0.0,SRX25289885
ENSG00000198074,57.24821,0.0,SRX25289885
ENSG00000258818,57.22191,0.0,SRX25289885
ENSG00000205754,57.121124,0.0,SRX25289885
ENSG00000168955,57.12021,0.0,SRX25289885
ENSG00000115457,57.0184,0.0,SRX25289885
ENSG00000163735,56.923187,0.0,SRX25289885
ENSG00000214803,56.874626,0.0,SRX25289885
ENSG00000162545,56.691692,0.0,SRX25289885
ENSG00000138772,56.398285,0.0,SRX25289885
ENSG00000176697,55.619854,0.0,SRX25289885
ENSG00000116711,55.05599,0.0,SRX25289885
ENSG00000227471,54.959324,0.0,SRX25289885
ENSG00000163806,54.829678,0.0,SRX25289885
ENSG00000198355,54.243885,0.0,SRX25289885
ENSG00000168209,54.094036,0.0,SRX25289885
ENSG00000205336,54.031258,0.0,SRX25289885
ENSG00000172572,65.73576,0.0,SRX25289888
ENSG00000038427,65.03486,0.0,SRX25289888
ENSG00000146166,64.90834,0.0,SRX25289888
ENSG00000198732,63.970253,0.0,SRX25289888
ENSG00000121039,62.6062,0.0,SRX25289888
ENSG00000176907,61.824173,0.0,SRX25289888
ENSG00000253944,61.466827,0.0,SRX25289888
ENSG00000115414,60.036198,0.0,SRX25289888
ENSG00000173801,59.12297,0.0,SRX25289888
ENSG00000142303,58.71301,0.0,SRX25289888
ENSG00000112837,58.59004,0.0,SRX25289888
ENSG00000187134,58.235966,0.0,SRX25289888
ENSG00000019505,58.14426,0.0,SRX25289888
ENSG00000104760,56.688354,0.0,SRX25289888
ENSG00000129595,56.444256,0.0,SRX25289888
ENSG00000131746,55.79313,0.0,SRX25289888
ENSG00000003436,55.0958,0.0,SRX25289888
ENSG00000214530,54.960205,0.0,SRX25289888
ENSG00000168398,54.889385,0.0,SRX25289888
ENSG00000258818,54.87288,0.0,SRX25289888
ENSG00000182836,54.86725,0.0,SRX25289888
ENSG00000183891,54.63868,0.0,SRX25289888
ENSG00000176153,54.36549,0.0,SRX25289888
ENSG00000129007,54.294643,0.0,SRX25289888
ENSG00000159403,54.073673,0.0,SRX25289888
ENSG00000102287,53.995834,0.0,SRX25289888
ENSG00000188906,53.638847,0.0,SRX25289888
ENSG00000179862,53.254425,0.0,SRX25289888
ENSG00000276256,53.12253,0.0,SRX25289888
ENSG00000143878,53.029625,0.0,SRX25289888
ENSG00000203721,53.015537,0.0,SRX25289888
ENSG00000198517,52.98171,0.0,SRX25289888
ENSG00000177283,52.660213,0.0,SRX25289888
ENSG00000146674,52.31674,0.0,SRX25289888
ENSG00000003989,52.018257,0.0,SRX25289888
ENSG00000227471,51.94486,0.0,SRX25289888
ENSG00000063127,51.94315,0.0,SRX25289888
ENSG00000166033,51.760998,0.0,SRX25289888
ENSG00000173599,51.750923,0.0,SRX25289888
ENSG00000187634,51.556103,0.0,SRX25289888
ENSG00000089127,51.457806,0.0,SRX25289888
ENSG00000149380,51.42625,0.0,SRX25289888
ENSG00000275410,51.326717,0.0,SRX25289888
ENSG00000257354,51.159298,0.0,SRX25289888
ENSG00000163735,51.120804,0.0,SRX25289888
ENSG00000095383,51.055733,0.0,SRX25289888
ENSG00000113916,51.02687,0.0,SRX25289888
ENSG00000165323,50.984634,0.0,SRX25289888
ENSG00000081052,50.88593,0.0,SRX25289888
ENSG00000152904,50.87475,0.0,SRX25289888
ENSG00000187134,84.63665,0.0,SRX25289880
ENSG00000176153,76.841805,0.0,SRX25289880
ENSG00000172572,76.53395,0.0,SRX25289880
ENSG00000089127,74.901825,0.0,SRX25289880
ENSG00000121039,73.45428,0.0,SRX25289880
ENSG00000173801,72.357834,0.0,SRX25289880
ENSG00000176907,71.727356,0.0,SRX25289880
ENSG00000151632,71.16978,0.0,SRX25289880
ENSG00000198732,70.71802,0.0,SRX25289880
ENSG00000162545,70.68234,0.0,SRX25289880
ENSG00000187634,70.433014,0.0,SRX25289880
ENSG00000196139,69.83263,0.0,SRX25289880
ENSG00000214530,69.53105,0.0,SRX25289880
ENSG00000198074,69.01818,0.0,SRX25289880
ENSG00000003436,68.0067,0.0,SRX25289880
ENSG00000253944,67.11507,0.0,SRX25289880
ENSG00000038427,67.02509,0.0,SRX25289880
ENSG00000146166,66.680984,0.0,SRX25289880
ENSG00000124107,66.567154,0.0,SRX25289880
ENSG00000275216,65.99955,0.0,SRX25289880
ENSG00000101255,65.66716,0.0,SRX25289880
ENSG00000104760,65.444534,0.0,SRX25289880
ENSG00000019186,65.418205,0.0,SRX25289880
ENSG00000141542,64.954735,0.0,SRX25289880
ENSG00000112837,64.82669,0.0,SRX25289880
ENSG00000117983,64.62112,0.0,SRX25289880
ENSG00000111907,64.55512,0.0,SRX25289880
ENSG00000143819,64.488464,0.0,SRX25289880
ENSG00000129007,63.9319,0.0,SRX25289880
ENSG00000116711,63.46368,0.0,SRX25289880
ENSG00000160179,63.230442,0.0,SRX25289880
ENSG00000108176,62.751526,0.0,SRX25289880
ENSG00000197766,62.629063,0.0,SRX25289880
ENSG00000135750,62.595398,0.0,SRX25289880
ENSG00000215182,62.256504,0.0,SRX25289880
ENSG00000166741,62.13928,0.0,SRX25289880
ENSG00000179862,61.684784,0.0,SRX25289880
ENSG00000163735,61.498684,0.0,SRX25289880
ENSG00000175832,61.161564,0.0,SRX25289880
ENSG00000162032,60.99993,0.0,SRX25289880
ENSG00000139266,60.92842,0.0,SRX25289880
ENSG00000128311,60.927402,0.0,SRX25289880
ENSG00000163683,60.636166,0.0,SRX25289880
ENSG00000146674,60.51084,0.0,SRX25289880
ENSG00000173621,60.351456,0.0,SRX25289880
ENSG00000107960,60.336163,0.0,SRX25289880
ENSG00000095739,60.220745,0.0,SRX25289880
ENSG00000111275,60.135,0.0,SRX25289880
ENSG00000183891,60.09063,0.0,SRX25289880
ENSG00000213928,60.064877,0.0,SRX25289880
ENSG00000090382,115.25277,0.0,SRX19004457
ENSG00000100985,113.06119,0.0,SRX19004457
ENSG00000130203,107.873245,0.0,SRX19004457
ENSG00000158869,103.38077,0.0,SRX19004457
ENSG00000163220,102.47044,0.0,SRX19004457
ENSG00000011600,102.43589,0.0,SRX19004457
ENSG00000204525,101.618126,0.0,SRX19004457
ENSG00000234745,99.77171,0.0,SRX19004457
ENSG00000019582,99.149025,0.0,SRX19004457
ENSG00000216490,97.85105,0.0,SRX19004457
ENSG00000196126,95.307396,0.0,SRX19004457
ENSG00000133048,93.72736,0.0,SRX19004457
ENSG00000206503,92.12658,0.0,SRX19004457
ENSG00000126709,91.92269,0.0,SRX19004457
ENSG00000143546,91.307045,0.0,SRX19004457
ENSG00000136167,90.96987,0.0,SRX19004457
ENSG00000025708,89.231964,0.0,SRX19004457
ENSG00000160255,89.046455,0.0,SRX19004457
ENSG00000108691,89.03259,0.0,SRX19004457
ENSG00000133106,88.18563,0.0,SRX19004457
ENSG00000204642,87.666756,0.0,SRX19004457
ENSG00000081237,87.05304,0.0,SRX19004457
ENSG00000162511,85.73715,0.0,SRX19004457
ENSG00000132530,85.687386,0.0,SRX19004457
ENSG00000157601,85.45564,0.0,SRX19004457
ENSG00000117091,84.582825,0.0,SRX19004457
ENSG00000143119,84.18573,0.0,SRX19004457
ENSG00000166710,83.96111,0.0,SRX19004457
ENSG00000107099,83.514565,0.0,SRX19004457
ENSG00000185811,82.500626,0.0,SRX19004457
ENSG00000204592,82.3532,0.0,SRX19004457
ENSG00000165140,82.33246,0.0,SRX19004457
ENSG00000265972,81.64883,0.0,SRX19004457
ENSG00000130303,81.54175,0.0,SRX19004457
ENSG00000115415,81.1686,0.0,SRX19004457
ENSG00000043462,81.034225,0.0,SRX19004457
ENSG00000204287,80.87431,0.0,SRX19004457
ENSG00000133574,80.85502,0.0,SRX19004457
ENSG00000142669,79.53468,0.0,SRX19004457
ENSG00000136250,79.35754,0.0,SRX19004457
ENSG00000163565,79.134705,0.0,SRX19004457
ENSG00000111348,78.92252,0.0,SRX19004457
ENSG00000163131,78.43196,0.0,SRX19004457
ENSG00000134516,77.983475,0.0,SRX19004457
ENSG00000142347,77.78746,0.0,SRX19004457
ENSG00000047365,77.657364,0.0,SRX19004457
ENSG00000231389,77.24992,0.0,SRX19004457
ENSG00000112096,77.074425,0.0,SRX19004457
ENSG00000075884,76.70989,0.0,SRX19004457
ENSG00000223865,76.60586,0.0,SRX19004457
